month,usda_slug,source,unit,price_usd_kg
1912-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006396
1912-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006320
1912-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006040
1912-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005753
1913-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005897
1913-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006063
1913-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006033
1913-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006048
1913-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006184
1913-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006199
1913-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005987
1913-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005829
1913-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005859
1913-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005851
1913-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005927
1913-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006078
1914-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006146
1914-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006229
1914-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006320
1914-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006350
1914-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006365
1914-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006093
1914-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005798
1914-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006418
1914-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007061
1914-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007212
1914-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007401
1914-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007787
1915-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008996
1915-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009979
1915-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010055
1915-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010281
1915-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010281
1915-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008845
1915-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007938
1915-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007635
1915-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007031
1915-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006955
1915-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006993
1915-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007363
1916-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1916-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1916-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007635
1916-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007635
1916-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007635
1916-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007295
1916-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007560
1916-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008996
1916-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010130
1916-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011113
1916-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.012020
1916-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011718
1917-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011945
1917-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.012474
1917-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.013003
1917-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016103
1917-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.018673
1917-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017690
1917-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017010
1917-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016556
1917-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015498
1917-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015120
1917-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015120
1917-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015195
1918-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015271
1918-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015271
1918-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015347
1918-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015347
1918-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015347
1918-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015347
1918-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015422
1918-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015498
1918-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015573
1918-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015573
1918-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015498
1918-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015422
1919-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015573
1919-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015725
1919-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015951
1919-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016859
1919-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017388
1919-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017010
1919-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016632
1919-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015951
1919-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015725
1919-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015951
1919-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016178
1919-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016859
1920-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017690
1920-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017463
1920-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017388
1920-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.018370
1920-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.019278
1920-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.019353
1920-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.018370
1920-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.017010
1920-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.016329
1920-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.015195
1920-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.012549
1920-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011037
1921-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011264
1921-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011189
1921-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010584
1921-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009223
1921-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008996
1921-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009072
1921-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1921-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007787
1921-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007787
1921-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007552
1921-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007061
1921-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007031
1922-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007197
1922-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008089
1922-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008845
1922-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008996
1922-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008996
1922-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008316
1922-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007545
1922-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007000
1922-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006743
1922-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007114
1922-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007515
1922-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007787
1923-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007938
1923-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007862
1923-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008013
1923-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1923-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1923-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007635
1923-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006774
1923-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006532
1923-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006879
1923-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007121
1923-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007084
1923-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007144
1924-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007310
1924-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007409
1924-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007469
1924-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007242
1924-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007318
1924-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007446
1924-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008013
1924-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008845
1924-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008618
1924-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009828
1924-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010130
1924-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010659
1925-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.012247
1925-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.012852
1925-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.012398
1925-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010584
1925-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011264
1925-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011567
1925-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010584
1925-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011340
1925-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010886
1925-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010281
1925-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011264
1925-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011642
1926-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011945
1926-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011793
1926-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.011037
1926-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010735
1926-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010735
1926-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010508
1926-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009677
1926-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009450
1926-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008921
1926-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009147
1926-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009374
1926-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009299
1927-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009223
1927-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009299
1927-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009147
1927-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008845
1927-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009299
1927-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009828
1927-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009601
1927-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009374
1927-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008996
1927-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008618
1927-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008391
1927-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008618
1928-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008694
1928-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008769
1928-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009223
1928-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009752
1928-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.010886
1928-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009979
1928-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008921
1928-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007197
1928-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007137
1928-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007462
1928-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007341
1928-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007424
1929-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007446
1929-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007862
1929-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007938
1929-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007545
1929-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006811
1929-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006562
1929-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007711
1929-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008391
1929-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008467
1929-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008467
1929-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007787
1929-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1930-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008165
1930-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007635
1930-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006948
1930-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007061
1930-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006615
1930-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006645
1930-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005337
1930-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005594
1930-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005315
1930-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004959
1930-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004536
1930-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004634
1931-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004468
1931-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004438
1931-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004407
1931-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004475
1931-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004528
1931-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003924
1931-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002744
1931-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002676
1931-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002699
1931-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002729
1931-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003818
1931-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003334
1932-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003334
1932-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003326
1932-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003341
1932-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003258
1932-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003205
1932-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002820
1932-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002691
1932-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002911
1932-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002827
1932-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002616
1932-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002480
1932-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002389
1933-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002487
1933-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002442
1933-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.002608
1933-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.003387
1933-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004460
1933-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004438
1933-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006570
1933-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005647
1933-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005375
1933-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.004808
1933-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005375
1933-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005088
1934-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005247
1934-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005443
1934-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005360
1934-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005194
1934-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005254
1934-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005965
1934-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005957
1934-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006774
1934-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006970
1934-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006690
1934-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006660
1934-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006849
1935-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006751
1935-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006645
1935-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006464
1935-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006819
1935-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006638
1935-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005844
1935-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.005776
1935-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006108
1935-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006433
1935-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007167
1935-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006615
1935-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006721
1936-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006955
1936-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006887
1936-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006751
1936-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006456
1936-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006169
1936-06-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.006040
1936-07-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007114
1936-08-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007938
1936-09-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.007862
1936-10-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008089
1936-11-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008013
1936-12-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008618
1937-01-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009374
1937-02-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009450
1937-03-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009299
1937-04-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.009601
1937-05-01,wheat,USDA NASS WHEAT Price Received,USD/Kg (converted from $/BU),0.008921
